6036,,1,SPRAY TRUCK SERVICE SUPERVISOR
109525,,0,Facility Maintenance Supervisor
938,,1,** UNKNOWN  JOB CODE **
105365,1080,0,Teacher
300210,,1,DIR OF QUALITY & EMPLOYEE DEVELOPME
300006,1150,0,Municipal Fire & Police Civil Service Board Secretary
7035,,1,DEPTY FIRE CHIEF
101205,1080,0,Engineering Aide Trainee
800893,,1,SUMMER FOOD CLERK
120924,,1,ASST SAFETY & OCCUP HEALTH MANAGER
172230,7065,0,Chief Fire Apparatus Technician
114215,2160,0,Accreditation Analyst
170150,7035,0,Fire Investigator
101470,,1,TRAFFIC ENGINEER
1060,,1,AUDITOR II
100124,2220,0,DHDS Accounting Section Supervisor
550908,9999,0,Ward Constable
800954,,1,STUDENT WORKER
310120,2310,0,Assistant Planning Director
123126,1201,0,Relief Emergency Communication Officer
106221,2200,0,Right-of-Way Agent II
100715,,0,Retirement Accounting Manager
320112,2100,0,Law Clerk (29 hrs)
107750,2310,0,Building Official
203205,,1,FAMILY COURT CENTER DIRECTOR
105670,2220,0,Senior Program Analyst
917,,1,** UNKNOWN  JOB CODE **
500050,9999,0,President Pro Tempore
124125,,1,LEAD CUSTODIAN
120760,1201,0,Prison Health Care Technician
300250,,1,RETIREMENT BENEFITS MANAGER
896,,0,Emergency Worker
105405,,1,EMPLOYMENT & TRAINING TECH IV
110625,1130,0,Administrative Specialist II
320234,2310,0,Director of Administration
100755,,1,CENTROPLEX BUSINESS MANAGER
111706,,1,SERVICE FEE CLERK I
450130,,1,COMMUNITY ORGANIZER
108015,,1,ADMINISTRATIVE ASSISTANTI
151592,1121,0,Scada Operator Trainee
999999,,0,Exception Job Code
121208,1150,0,Legal Investigator
170190,7080,0,Deputy Fire Chief
124226,1050,0,Cook (9.5 months)
300107,,1,ASST TO DIR OF DELMONT COMM SER CNT
5035,,1,POLICE LEGAL ADVISOR
123105,,1,EMS COMMUNICATIONS OFF I (42HR)
110135,,1,CLERK TYPIST II
350006,,0,Assistant Director of Homeland Security & Emergency Preparedness
100408,2210,0,Revenue Analyst
108545,2220,0,Sustainability & Renewable Energy Coordinator
106240,2160,0,Purchasing Analyst I
800790,,0,MAPS Intern
151245,1140,0,Electrician
102305,1200,0,Computer Programmer/Systems Analyst I
105363,1050,0,Teacher Aide
100225,2280,0,Assistant Auditing Manager
173105,7014,0,Fire Records Clerk
182119,1210,0,Deputy Constable - Captain
2404,,1,STOCK CLERK I
320152,2280,0,Chief Deputy Judicial Administrator/City Court
120,,1,PURCHASING AGENT
160320,,1,EQUIPMENT OPERATOR II
100122,2240,0,Public Works Accounting Section Supervisor
19,,1,ASST SERVICE & CITIZENS COMP OFFCR
800952,,1,COMM SER COOR
105119,1170,0,Juvenile Probation Officer/POST Certified
173431,7060,0,Assistant Chief of Special Services
800912,,1,Outreach Worker II
121105,,1,FINGERPRINT TECHNICIAN I
120270,2230,0,EMS Planning & Research Specialist
110440,1150,0,Deputy Clerk of City Court
105445,2190,0,Detention Facility Counselor
123450,2260,0,Emergency Communications Chief of Operations
1079,,1,BUDGET ANALYST I
800870,,0,DHDS Summer Worker
184117,1130,0,Animal Control Officer II
151550,1160,0,Plant Mechanic I
105710,2205,0,Quality Improvement Coordinator
105403,1160,0,Career Development Supervisor
101550,,0,Deputy Public Works Director of Engineering & Planning
100305,,1,BUDGET ANALYST I
123410,,0,Emergency Communications Training Officer
320232,,0,Director Risk & Claims Management
151510,1140,0,Treatment Plant Operator I
1037,,1,ACCOUNTANT II
102345,2220,0,Information Services Web Author
105668,2190,0,Program Analyst
800891,,0,Counselor Monitor
121227,2170,0,Abstractor
300065,2370,0,Council Administrator/Treasurer
141415,1150,0,Parking Meter Service Worker
173635,7080,0,Chief of Hazardous Materials
2505,,1,FIELD CLERK II
151632,1170,0,Traffic Signal Technician III
107605,,0,Construction Inspector I
105485,,0,Community Service Center Manager
400168,,1,Clerk
120106,,1,REGISTERED NURSE I (16 HRS./WK.)
105117,,0,Juvenile Probation Officer
106219,1180,0,Right-of-Way Agent I
110480,1170,0,Legal Administrative Supervisor
500130,8261,0,City Constable (Term 2013-2018)
105382,1080,0,Teacher (9.5 Months)
320110,,1,Law Clerk (20 hrs)
1220,,1,ASSISTANT DATA PROCESSING MANAGER
120840,,1,Emergency Preparedness Medical Response Coordinator
108400,2310,0,Drainage Maintenance Manager
2118,,1,PERSONNEL ASSISTANT
100753,2280,0,Assistant Service Fee Manager
110705,,1,COURT CLERK I
310015,2280,0,Chief WIOA Administrator
300248,,1,ASST DIR OF LAMDSCAPE & FORESTRY
1016,,1,BINGO AUDITOR I
3321,,1,EMT PARAMEDIC
460120,,1,CONFIDENTIAL ASSISTANT
400250,,1,Medical Technician (Contract)
151590,,1,ASST WASTEWATER COLL SYSTEMS MGR
173145,,1,FIRE DEPT BUDGET CONTROL OFFICER
800706,,1,Assistant Day Camp Counselor (20 hrs)
350004,,1,ASST DIR EBRP OFF OF EMERG PREPARD
1750,,1,ASST PUBLIC WORKS SUPERINTENDENT
101100,,0,Drafter
102690,1200,0,Computer/Electronics Systems Technician
405470,,0,School Crossing Guard
330060,2330,0,Buildings & Grounds Director
114110,1080,0,Communications Security Specialist
100875,2220,0,EMS Billing Manager
172125,,1,BUILDING SERVICE CHIEF
109725,2250,0,Public Works Operations Manager
100223,2260,0,Chief Auditor
105565,2280,0,Chief Service Officer
320150,,0,Deputy Judical Administrator/City Court (uncl.)
105361,2130,0,Head Start Center Supervisor
5115,,1,P PBLC INFOR OFFCR
300002,1130,1,Council Aide
120880,2220,0,Safety Officer
320190,2180,1,Attorney II (29 hrs)
151325,,1,MECHANICAL PLANT OPERATOR I
120920,2200,0,"Public Works Safety, Health & Training Officer"
184115,,1,Animal Control Officer
800685,,1,Recreational Aide
100406,,1,SENIOR REVENUE INSPECTOR
310055,2250,0,Business Development Coordinator
101405,,1,ENGINEER-IN-TRAINING APPLICANT
113130,,1,ASSISTANT INVENTORY COORDINATOR
800889,,0,Senior Counselor
171145,7060,0,Assistant Chief Fire Communications Officer
123530,,1,ASST TELECOMMUNICATIONS MANAGER
330100,2350,0,Maintenance Director
184094,,0,Animal Caretaker Supervisor
2116,,1,SEWER SERVICE SUPERVISOR
100120,,0,Accounts Supervisor
101180,2290,0,Senior Architect
151630,,1,TRAFFIC SIGNAL TECHNICIAN
7010,,1,DIST FIRE CHIEF
110112,,1,CLERK II (25 HRS./WK.)
320230,2310,0,City Prosecutor
173225,7080,0,Chief Training Officer
183135,,1,AIRPORT POLICE/ARFF CAPTAIN
108766,,1,ASSISTANT DIRECTOR OF RECYCLING
104320,2280,0,Librarian IV
173755,7085,0,Administrative Assistant to the Fire Chief
100160,2260,0,Chief Financial Analyst
151548,1120,0,Plant Mechanic Trainee
182115,1180,0,Deputy Constable - Sergeant
101445,2300,0,Professional Engineer IV
105115,,1,PROBATION OFFICER II
803009,,1,CUSTODIAL WKR I
120205,,0,EMT Intermediate
110091,1070,0,Clerical Specialist (9.5 months)
120470,,0,Emergency Preparedness Planning & Research
300103,,0,Community Outreach Specialist
101220,1170,0,Engineering Aide III
340010,2310,0,Assistant Director of Aviation
1483,,1,BUILDING INSPECTOR III
953,,1,** UNKNOWN  JOB CODE **
114230,,0,Police Forensic Scientist
320005,,1,Legal Research Aide (20 hrs)
151588,2230,0,Wastewater Treatment Maintenance Manager
107113,1150,0,Revenue Inspector
101485,,1,CHIEF ENGINEER
310135,2290,0,Assistant Urban Development Director
800704,,1,Assistant Day Camp Counselor
1605,,1,LIBRARIAN II
151445,1190,0,Assistant Public Works Superintendent
9048,,1,PEST CTRL WKR I
101403,2190,0,Engineer Intern Applicant
400410,,1,COMPOSTING PROJECT COORDINATOR
109315,,1,PUBLIC WORKS SCALEROOM SUPERVISOR
111130,1110,0,Senior Fiscal Specialist
109580,2240,0,Facilities Manager
124140,1050,0,Detention Cook/Laundry Worker
320,,1,PUBLIC WORKS DIRECTOR
105155,2200,0,Deputy Chief of Probation
3134,,1,FIRE COMMUNICATIONS OFFCR (ST. GRG)
300265,,1,Assistant Director of Anti-Drug Task Force
107765,1150,0,Service Fee Investigator
120245,2260,0,Deputy Chief EMS Operations Officer
151628,1150,0,Traffic Signal Technician II
184092,,0,Animal Caretaker II
801009,2230,0,Program Coordinator
5010,3140,0,Police Sergeant
8089,,1,PUMP MECH II
110110,,1,CLERK II
7212,,1,CH FR APPAR TECH
120102,1090,0,Drug Technician
151750,1110,0,Complaint Investigator
141228,1175,0,Spray Systems Supervisor
102116,1151,0,Computer Operator III (42 hrs)
850908,,1,WARD CONSTABLE
100505,,1,INVENTORY COORDINATOR
800805,,0,WIA Summer Employment Staff Worker
141615,,0,Locksmith
2318,,1,LIBRARY TECHNICIAN I (1/4 TIME)
5111,3040,0,Police Criminal Information Specialist II
100240,,1,BINGO AUDITOR I
105378,,1,HEAD START COORDINATOR
400450,,1,LICENSED PRACTICAL NURSE (CONTRACT)
173120,7080,0,Chief Fire Safety Officer
1706,,1,SAFETY & HEALTH ADMINISTRATOR
111210,,1,ACCOUNTING CLERK II
105195,,1,Director of Pretrial Diversion
109130,,1,COMMUNITY SERVICE COORDINATOR
103115,1170,0,Senior Human Resources Specialist
800702,,0,Day Camp Counselor
105460,,1,YOUTH CAMP SUPERVISOR
300080,,1,ASSISTANT TO DIRECTOR OF CENTROPLEX
300101,,0,Community Service Aide
550921,9999,0,Ad Hoc Judge
105521,1090,0,Teacher Advanced (9.5 months)
320125,2260,0,Chief Deputy Constable
100219,2240,0,Senior Auditor
108110,,1,ADMINISTRATIVE ASSISTANTII
123425,1231,0,Emergency Communications Shift Supervisor
102400,2230,0,PC LAN Administrator
111740,1070,0,Parking Meter Collector
100320,2280,0,Assistant Budgeting Manager
120325,,1,MEDICAL INVESTIGATOR
400061,,1,Computer Instructor
105500,2260,0,Program Administrator - Head Start
184090,,0,Animal Caretaker I
350040,,1,DIRECTOR OF COMMUNICATIONS
107355,1180,0,Plans Analyst II
101605,2150,0,Planner I
801007,,0,Program Team Supervisor
105357,2130,0,Head Start Center Supervisor (9.5 months)
114125,1070,0,Dispatcher
400265,,1,REGISTERED NURSE (CONTRACT)
173751,7080,0,Fire Public Information Officer
330035,,1,Deputy Public Works Director (Uncl)
102318,2250,0,Senior Computer Programmer/Systems Analyst
400326,,1,FOOD BANK COORDINATOR
2112,,1,ACCOUNT CLERK II
450225,,1,ASST TO DRUG COORDINATOR (FT)
5130,3010,0,Police Fingerprint Technician I
2520,,1,WORD PROCESSOR I
106335,,1,Claims Supervisor
107620,,0,Construction Combination Insp I
151605,1140,0,Communications Technician
2316,,1,LIBRARY TECHNICIAN I
310091,,0,Assistant Human Resources Director
310030,,1,ASSIST YOUTH COORDINATOR
102705,2190,0,Geographic Information Systems (GIS) Analyst
105662,1140,0,Program Specialist
100217,2210,0,Auditor
100095,1170,0,Accounting Associate II
120405,1170,0,Laboratory Technician
113105,1050,0,Stock Clerk I
105580,1190,0,Juvenile Probation Counselor II
171120,7125,0,Fire Communications Officer II
120201,1151,0,Relief EMT Basic
184130,,1,Assistant Director of Animal Control
123545,2270,0,Communications Chief Applications Administrator
330075,2310,0,Chief Development Engineer
310070,2330,0,Purchasing Director
300160,,1,Business Development Coordinator - MBOC
151645,2270,0,Pump Maintenance Manager
1622,,1,BIOLOGIST II
100665,,0,Assistant Public Works Director of Capital Improvement
300017,2190,0,Legislative Assistant II
1397,,1,PROFESSIONAL ENGINEER IV
105641,1090,0,Family Advocate (9.5 months)
120710,1145,0,Pest Control Inspector II
151115,,0,Tradesworker II
320245,2290,0,Director of Juvenile Services
320001,2160,0,Legal Research Aide
151624,1120,0,Traffic Signal Technician I
800700,,1,Assistant Day Camp Director
110106,1070,1,Clerical Specialist I
151380,1100,0,Heavy Equipment Operator
400120,,1,DEPARTMENTAL SECRETARY
100135,,1,Financial Analyst I
108760,,1,SENIOR QUALITY & TRAINING SPEC
8045,,1,TRADES HELPER
111105,,1,DATA ENTRY OPERATOR I
1132,,1,INSURANCE TECHNICIAN
173749,7060,0,Assistant Fire Public Information Officer
105355,,1,OUTREACH WORKER II
124115,1060,0,Housekeeper
7025,,1,ASST FIRE CHIEF
2110,,1,ACCOUNT CLERK I
1458,,1,PLUMBING INSPECTOR I
5128,3070,0,Crime Stoppers Information Analyst
114205,,1,COMPLAINT INVESTIGATOR
105130,,1,CASEWORK SUPERVISOR I
151563,,1,Wastewater Treatment Process Control Spvr
120220,1231,0,EMS Deputy Shift Supervisor
123320,2180,0,Public Safety Radio System Coordinator
151603,1180,0,Plant Instrument Technician
300118,,1,ASST TO THE DIR OF LEO S BUTLER CC
170180,7080,0,Fire Prevention Chief
151420,,1,PUBLIC WORKS SUPERVISOR II
104110,1050,0,Library Aide (20 hrs)
1580,,1,OPERATIONS MANAGER
100215,,1,AUDITOR III
114327,,1,PUBLIC INFORMATION COORDINATOR
5107,3101,0,Police Communications Officer I (42 hrs)
801005,,0,Program Participant
113225,1160,0,Automotive Parts Supervisor
105395,,1,EMPLOYMENT & TRAINING TECH II
173320,7080,0,Chief of Research & Statistical Analysis
3109,,1,FIRE CHIEF (DISTRICT 6)
109330,2160,0,Parking Garage Manager
107740,2240,0,Assistant Building Official
120260,2260,0,EMT Training Officer
105660,2240,0,Community Development Division Manager
120525,2270,0,Environmental & Wastewater Pretreatment Manager
103111,1130,0,Human Resources Specialist
101540,2330,0,Chief Traffic Engineer
3374,,1,KENNEL ATTENDANT
106230,,1,BUYER II
103845,,1,Deputy Human Resources Director
110655,2190,0,Medical Records Administrator
184128,2200,0,Animal Control Operations Manager
1395,,1,PROFESSIONAL ENGINEER III
800984,,1,COE STUDENTS
108575,2260,0,Development Project Director
113429,1150,0,Assistant Inventory & Supply Manager
108758,,1,QUALITY & TRAINING SPECIALIST
101622,2220,0,Senior Planner
120830,2230,0,Emergency Preparedness Coordinator
102356,,1,MIS NETWORK SPECIALIST
102314,2250,0,Information Services Senior Server Analyst
105374,2160,0,Health/Handicap Supervisor
102640,2320,0,Assistant Director of Information Services
300015,2180,0,Secretary to the Assistant Chief Administrative Officers
300095,,1,CHIEF DEPUTY CORONER
210005,1150,0,Library Technician I (Job Share
450200,,1,RESEARCH ASSISTANT
100745,2270,0,Financial Projects Coordinator
184126,1160,0,Animal Control Field Supervisor
320203,2290,0,Special Assistant Parish Attorney/Airport Legal Counsel
104108,1050,0,Library Aide (10 hrs)
310068,2280,0,Assistant Purchasing Director
9000,,1,LABORER
105700,2260,0,Program Administrator - HIV/AIDS
350055,2295,0,Mosquito Control Aircraft Operations Manager
100133,2210,0,Financial Analyst
110205,,1,DEPARTMENTAL SECRETARY
5025,3170,0,Police Major
800900,,1,TRAF CT REFEREE
151235,,0,Welder
400280,,0,Security Guard
320182,,1,ATTORNEY I (40 HRS./WK.)
130250,2250,0,Urban Forestry & Landscape Manager
201195,,1,MEDICAL INVESTIGATOR
184105,,1,Kennel Attendant
105210,,1,"Director, Court Services Division"
107105,,1,REVENUE INSPECTOR I
114325,2140,0,Public Relations Specialist
101538,2330,0,Chief of Operations & Maintenance/Wastewater
801003,,1,SY CLERICAL SPECIALIST III
110123,,1,CLERICAL SPECIALIST III(20HRS./WK.)
2516,,1,CLERK TYPIST II
124132,1050,0,Building Attendant (10 months)
110165,,1,CLERK STENOGRAPHER II
5145,3110,0,Police Latent Print Examiner
151010,,1,UTILITY WORKER II
985,,1,Casual Laborer (29 hrs)
110430,1110,0,Legal Specialist
151090,1080,0,Trades Technician
102110,1130,0,Computer Operator II
3330,,1,CHIEF EMS OPERATIONS OFFICER
7002,,1,FIRE EQUIP OPR
151355,2230,0,Mechanical Operations Manager
151540,1180,0,Pump Master Mechanic
100110,,1,Accountant II
130210,2170,0,Horticulturist
8020,,1,CARPENTER SUPER
105393,1120,0,Career Development Specialist
160205,1080,0,Automotive Attendant
173135,,1,SECRETARY TO THE FIRE CHIEF
173215,7035,0,Training Officer
141140,2190,0,Automotive Shop Supervisor
350013,2280,0,Asst. Dir. of Mayor's Office of Homeland Security & Emergency Prep.
101498,,1,ASSISTANT TO THE PUBLIC WORKS DIR
370201,,0,Senior Special Assistant to Parish Attorney (Job Share)
120605,,1,KENNEL ATTENDANT
111305,1060,0,Mail Clerk
5105,3080,0,Secretary to the Police Chief
108756,,1,QUALITY & TRAINING ASSISTANT
101620,2290,0,Environmental Coordinator
101435,2270,0,Professional Engineer II
110470,1160,0,Legal Secretary
800919,,1,TEACHER AIDE
105372,,1,PARENT INVOLVEMENT TRAINING SPEC
151395,1150,0,Maintenance Worker Supervisor II
300013,2110,0,Legislative Assistant I
123560,,1,EMERGENCY PREPAREDNESS COMM OFFICER
106310,2190,0,Airport Compliance Coordinator
104310,2220,0,Librarian II
320201,2300,0,Senior Special Assistant Parish Attorney
100415,2280,0,Assistant Revenue Manager
151580,,1,WASTEWATER SERVICE INSPECTOR I
113425,1120,0,Inventory Supervisor
129,,1,ASSISTANT PERSONNEL ADMINISTRATOR
101618,,0,Planner IV
400076,,1,Clerk III (Contract)
800898,,1,CLERK III (S/Y)
102680,2270,0,Computer/Electronics Systems Manager
120725,1165,0,Night Spray Supervisor
100600,2240,0,Assistant Airport Business Manager
7101,,1,FR COMM OFFCR I
8041,,1,MECH PLT OPR II
111732,1060,0,Parking Garage Attendant I
330050,,0,Blight Elimination Manager
151639,1190,0,Assistant Traffic Signal Supervisor
450240,,0,Senior Citizen Aide
310125,2340,0,Planning Director
109715,2270,0,Airport Development & Administrative Manager
130105,,1,TREE TRIMMER I
105555,2260,0,Program Administrator - Social Services
103208,2220,0,Human Resources Analyst
999415,,1,Summer Disaster Worker
124130,1050,0,Building Attendant
100722,2280,0,Retirement Financial Manager
983,,1,** UNKNOWN  JOB CODE **
120910,,0,"Assistant Public Works Safety, Health & Training Officer"
105145,2160,0,Community Relations Supervisor
104209,1150,0,Library Technician I (20 hrs)
151557,1160,0,Instrument Technician
7021,,1,FIRE INSP II
107755,1130,0,Street Light Coordinator
100314,2260,0,Chief Budget Analyst
800938,,1,VOTER REG SPEC
107757,2310,0,Street Maintenance Manager
5000,,0,Police Cadet
151620,1080,0,Traffic Signal Trainee
300112,,1,CHANEYVILLE COMMUNITY CENTER DIRECT
184145,2290,0,"Director, Animal Control & Rescue Center"
102310,2220,0,Computer Programmer/Systems Analyst II
100640,2280,0,Library Business Manager
100230,2310,0,Auditing Manager
8081,,1,TRMNT PLT OP II
160325,,1,EQUIPMENT OPERATOR III
2514,,1,CLERK TYPIST I
962,,1,** UNKNOWN  JOB CODE **
360005,2320,0,Deputy Library Director
1900,,1,PROBATION OFFICER I
330090,2310,0,Fleet Management Director
460127,,1,JAIL PSYCHIATRIST
101170,2310,0,Special Projects Architect
800917,,1,COUNCIL AIDES
3309,,1,EMS COMMUNICATIONS OFFICER II
121213,1170,0,Senior Legal Investigator
170115,7220,0,Fire Captain
105450,2240,0,Detention Facility Manager
300032,2380,0,Chief Administrative Officer to the Mayor-President
800978,,1,COMPUTER INSTRUCTOR
320220,,1,AIRPORT LEGAL ADVISOR
110140,,1,CLERK TYPIST III
183125,1180,0,Airport Police/ARFF Sergeant
100413,2260,0,Chief Revenue Analyst
151130,1170,0,Tradeswork Supervisor
151250,1180,0,Plant Electrician
121215,2190,0,Chief Legal Investigator
106245,2180,0,Purchasing Analyst II
2228,,1,KEYPUNCH & TERMINAL OPERATOR I
151515,1160,0,Treatment Plant Operator II
800980,,1,FIRE FGT/EQ OPR
102350,1200,0,PC LAN Specialist
8060,,1,PW SUPER II
105368,,1,TEACHER (20 HR/WEEK)
182105,1160,0,Deputy Constable
300009,1090,0,Senior Clerical Specialist
109265,1160,0,Assistant 311 Call Center Manager
400276,,1,Prison Health Care Technician (Contract)
105105,,1,PROBATION OFFICER I
105490,1120,0,Assistant to the Community Service Center Manager
105370,,1,EEO/AFFIRMATIVE ACTION COMP OFFICER
300600,2190,0,Grant Monitor
300011,2190,0,Confidential Secretary
1124,,1,SMALL CLAIMS ADJUSTER
210470,,1,Legal Secretary (Job Share)
320176,,1,ATTORNEY I (30 HRS./WK.)
120460,,1,Training & Exercise Coordinator
100718,2280,0,Retirement Benefits Manager
101210,1120,0,Engineering Aide I
110710,,1,COURT CLERK II
1473,,1,BUILDING INSPECTOR I
108630,,1,Deputy Public Works Director
114220,1110,0,Accreditation Specialist
151555,1180,0,Plant Mechanic II
170155,7060,0,Assistant Chief Fire Investigator
3122,,1,ASSISTANT FIRE CHIEF (CENTRAL)
320260,2190,0,Judicial Aide
102655,,0,Public Works Computer Systems Manager
400074,,0,College Student Intern/Contract
120763,1211,0,Senior Prison Health Care Technician
922,,1,LAW CLERK
160201,,1,AUTOMOTIVE ATTENDANT I
104207,1150,0,Library Technician I (10 hrs)
330025,,1,Road Rehabilitation Manager
102127,1200,0,Senior Network Technician
107610,,0,Construction Inspector II
310,,1,ASSISTANT PUBLIC WORKS DIRECTOR
3101,,1,FIRE FIGHTER/EQUIP OPR(BRNSFL & D6)
100312,2240,0,Senior Budget Analyst
460125,,1,ASSISTANT JAIL PHYSICIAN
105675,2140,0,Content Area Specialist
1755,,1,PUBLIC WORKS SUPERINTENDENT
124252,1120,0,Juvenile Detention Officer I
300150,,1,Executive Director - MBOC
350011,,0,Director of Homeland Security & Emergency Preparedness
100411,2240,0,Senior Revenue Analyst
120826,,1,EMERGENCY PREPAREDNESS COORDINATOR
105366,1080,0,Teacher (10 hrs)
110630,1150,0,Senior Administrative Specialist
300007,1110,0,Administrative Specialist I
108550,2260,0,Recycling Manager
320195,,1,ATTORNEYII(30-40HOURS)
151740,2200,0,Airport Construction Superintendent
120925,,1,SAFETY & OCCUPATIONAL HEALTH MANAGE
210020,1070,0,Clerical Specialist (Job Share)
151105,,0,Trades Helper
100760,2270,0,Debt Management Officer
7301,,1,FIRE RECORD CLK
124231,1080,0,Kitchen Supervisor (9.5 months)
151370,1060,0,Maintenance Worker I
107530,,0,Housing Inspections Manager
106365,2280,0,Risk & Claims Manager
120540,2260,0,Solid Waste Manager
102205,,1,DATA CONTROL SUPERVISOR
105715,,0,Public Health Analyst
100125,2280,0,Assistant Accounting Manager
101555,,0,Special Assistant to the Public Works Director
160220,1100,0,Senior Automotive Attendant
5101,3100,0,Police Communications Officer I
113135,1100,0,Automotive Parts Technician
160100,,1,LABORER (10 HRS./WK.)
171150,7080,0,Chief Fire Communications Officer
101412,2240,0,Senior Engineer Intern
111320,1090,0,Assistant Mail Room Supervisor
141115,1140,0,Automotive Mechanic
109240,,1,CENTROPLEX SUPERINTENDENT OF OPERA
800896,,1,ACCOUNTING CLERK II
2529,,1,CLERK II
2531,,1,CLERK III
245,,1,ATTORNEY I 20-30
120845,,0,Emergency Preparedness Specialist
120435,2200,0,Assistant Wastewater Laboratory Supervisor
121110,,1,FINGERPRINT TECHNICIAN II
101185,2320,0,Chief Architect
1654,,1,RESIDENTIAL PLANS ANALYST II
979,,1,FIRE FIGHTER/EQUIPMENT OPERATOR
104205,1150,0,Library Technician I
109831,2250,0,Vehicle & Equipment Maintenance Manager
102125,1180,0,Network Technician II
102,,1,ASSISTANT YOUTH COORDINATOR
173150,7060,0,Budget & Accounting Administrator
800934,,1,JUDICIAL ADMINISTRATOR (DISTR COURT
100310,,1,BUDGET ANALYST II
120292,2260,0,EMS Employee Development Officer
160405,,1,Pest Control Worker
120761,,0,Relief Prison Health Care Technician
124250,,1,DETENTION ATTENDANT I
897,,0,Seasonal Worker
109425,,1,BUILDING & GROUNDS CUSTODIAL SUPERV
100695,2210,0,Retirement Analyst
107345,1160,0,Plans Analyst I
109280,1120,0,Service Station Supervisor
350009,,1,DIR OF EBRP OFF OF EMERG PREPARDNES
105385,2180,0,Program Planning Analyst II
800997,,1,MED RECS CLK
103305,,1,EEO/AA COORDINATOR
101105,,1,DRAFTSMAN
460123,,1,REGISTRAR OF VOTERS SUMMER WORKER
5120,,1,Polygraph Technician
151593,2290,0,Supervisory Control & Data Acquisition (SCADA) Manager
106325,,1,SMALL CLAIMS ADJUSTER
101490,2310,0,Special Projects Engineer
151330,,1,MECHANICAL PLANT OPERATOR II
7320,,1,ASST CHF TRN OFFCR
114237,1140,0,Senior Crime Specialist
104304,2200,0,Librarian I (20 hrs)
151595,2270,0,Wastewater Collections Systems Manager
108525,,1,EMS ADMINISTRATIVE MANAGER
109730,2270,0,Airport Safety & Operations Manager
310140,2350,0,Finance Director
107650,2230,0,Chief Code Enforcement Officer
151715,,1,AIRPORT MAINTENANCE WORKER I
101410,,1,ENGINEER-IN-TRAINING
105364,1080,0,Teacher (12 hrs)
800894,,1,SENIOR SITE MONITOR
300005,2210,0,Secretary to the Mayor-President
123535,,1,TELECOMMUNICATIONS MANAGER
109585,2270,0,Building Services & Security Manager
310060,,1,MINORITY BUSINESS ENTERPRISE OFFICE
109850,2270,0,Airport Marketing Manager
108710,2190,0,Parish Attorney Operations Coordinator
105221,,0,Grants Administrator
550909,9999,0,Justice of the Peace
800953,,1,STUDENT WORKER
100655,,1,PUBLIC WORKS BUSINESS MANAGER
123125,1201,0,Emergency Communications Officer
